statename,distname,latitude,longitude,year,dswrf_avg_may_oct,pevpr_avg_may_oct,rhum_avg_may_oct,soilw_avg_may_oct,spei_avg_may_oct,tcdc_avg_may_oct,tmax_avg_may_oct,tmax_max_may_oct,tmin_avg_may_oct,tmin_min_may_oct,wspd_avg_may_oct,rainfall_sum_may_oct,rainfall_seasonal_anomaly,rainfall_iav,RICE_YIELD_Kgperha
Andhra Pradesh,Kurnool,15.5351275,78.00681861,1966,253.216591666667,389.465986666667,74.8176455,0.237427737333333,0.354209504166667,58.699909,306.35,316.05,295.681666666667,291.96,2.72501121666667,531.889465622604,-10.2158531755424,,1244.9
Andhra Pradesh,Kurnool,15.5351275,78.00681861,1967,247.183266666667,368.356651666667,74.8013916666667,0.250672013333333,-0.027491975,62.0333256666667,305.448333333333,315.71,295.571666666667,292.28,2.99334206666667,550.182227283716,-7.12799356380223,3.43920360214311,1367.35
Andhra Pradesh,Kurnool,15.5351275,78.00681861,1968,258.58325,419.052898333333,72.7092993333333,0.229446134166667,-0.0371509083333333,60.0832923333333,306.516663333333,315.69,295.683333333333,293.12,3.11501565,302.510704390705,-48.9355077427748,-45.0162710845425,1142.28
Andhra Pradesh,Kurnool,15.5351275,78.00681861,1969,248.316608333333,401.689928333333,73.7430148333333,0.232757573333333,0.171343717666667,60.5333253333333,306.304993333333,314.66998,295.806666666667,292.83002,3.0733439,336.708445608616,-43.1628515481655,11.3046383885125,1191.09
Andhra Pradesh,Kurnool,15.5351275,78.00681861,1970,250.166583333333,372.377996666667,76.7991151666667,0.239482693333333,0.231457067833333,62.31665,305.763336666667,316,295.883333333333,292.18,2.88668311666667,639.383368372917,7.92936114256935,89.8922871439125,1364.72
Andhra Pradesh,Kurnool,15.5351275,78.00681861,1971,232.399983333333,332.869323333333,78.7889003333333,0.262927251666667,-0.241546271666667,67.233317,304.233336666667,313.9,295.42833,292.87,2.76334126666667,437.702572822571,-26.1148140662208,-31.543015587593,1435.8
Andhra Pradesh,Kurnool,15.5351275,78.00681861,1972,260.6333,418.528281666667,70.3271828333333,0.224839765,-0.375333608333333,60.4499506666667,306.906663333333,315.09,295.58334,293.65,2.81667581666667,436.965849071741,-26.2391747044526,-0.168316065879814,1296.15
Andhra Pradesh,Kurnool,15.5351275,78.00681861,1973,257.916666666667,377.98844,76.4732491666667,0.247351762333333,-0.0291769449999999,56.8166506666667,305.69499,317.97998,295.706663333333,293.41998,3.0633443,645.753112301231,9.00458834870405,47.7811398014335,1713.87
Andhra Pradesh,Kurnool,15.5351275,78.00681861,1974,250.916583333333,407.653535,76.0887948333333,0.239195786666667,0.36969739,59.9333086666667,305.300003333333,313.44,295.416663333333,292.61,3.05834451666667,725.818970195949,22.5198865553171,12.3988342246455,1550
Andhra Pradesh,Kurnool,15.5351275,78.00681861,1975,240.499916666667,347.558291666667,77.5009966666667,0.260041583333333,0.763077198333333,65.8499333333333,304.83667,316.39,295.954996666667,294,2.84000658333333,772.225826174021,30.3534689819204,6.39372321248966,1527.47
Andhra Pradesh,Kurnool,15.5351275,78.00681861,1976,253.816608333333,384.080398333333,72.2552625,0.240324266666667,-0.831738305,58.7499583333333,306.20833,316.28998,295.541663333333,293.28,2.88500973333333,411.40585809201,-30.5537590895178,-46.7246698895952,1002.08
Andhra Pradesh,Kurnool,15.5351275,78.00681861,1977,246.666666666667,317.91809,76.8551213333333,0.256313373333333,0.584926906666667,61.4499506666667,305.524996666667,316.03998,295.811673333333,292.43,2.5866801,670.663304291666,13.2094851922177,63.0174415605121,1495.06
Andhra Pradesh,Kurnool,15.5351275,78.00681861,1978,233.683308333333,363.338338333333,77.590801,0.250421191666667,0.420951008333333,64.5166006666667,305.18333,316.96,296.06833,293.68,3.19501241666667,737.008452191949,24.4086964666819,9.89246727467146,1562.09
Andhra Pradesh,Kurnool,15.5351275,78.00681861,1979,249.649941666667,346.894348333333,73.5807213333333,0.261227688333333,0.0214566366666666,58.499959,306.33667,315.87,295.954996666667,292.57,2.68001303333333,498.389776743948,-15.8706765538061,-32.376653854962,1500
Andhra Pradesh,Kurnool,15.5351275,78.00681861,1980,246.566608333333,330.175751666667,74.362252,0.251576795,-0.386931351666667,61.6999506666667,305.87833,318.15,295.679993333333,292.91998,2.73334246666667,301.488869786262,-49.107995739032,-39.5074129016184,1634.78
Andhra Pradesh,Kurnool,15.5351275,78.00681861,1981,238.366616666667,338.958111666667,80.098785,0.267234651666667,0.140933381333333,63.9665923333333,305.016666666667,315.34,296.159996666667,293.76,2.78835045,629.053100287914,6.18558848598133,108.648863466792,2000
Andhra Pradesh,Kurnool,15.5351275,78.00681861,1982,250.249958333333,393.84019,74.3736333333333,0.245282865,-0.103630778333333,61.7499593333333,306.176666666667,315.39,295.795003333333,292.43,2.9333394,430.482121683657,-27.3336425768329,-31.5666481118004,2067.65
Andhra Pradesh,Kurnool,15.5351275,78.00681861,1983,246.483275,350.578753333333,75.2508733333333,0.260883325,1.09780272,62.1332596666667,306.125003333333,318.43,296.631666666667,293.87,2.6983439,760.092379964888,28.3053157727715,76.5676997205118,1847.51
Andhra Pradesh,Kurnool,15.5351275,78.00681861,1984,255.666625,375.639421666667,74.9639008333333,0.245978991,-0.478170873333333,57.7499586666667,306.231656666667,318.16998,295.478333333333,292.38,2.88167321666667,359.65322047472,-39.2897215680089,-52.6829593408983,1605.02
Andhra Pradesh,Kurnool,15.5351275,78.00681861,1985,252.58325,413.644633333333,74.4849566666667,0.229676969,-0.354107139333333,58.1165763333333,306.098333333333,316.43,295.375003333333,291.97,3.13001501666667,399.348848685622,-32.5890095931912,11.0371952622881,2049.03
Andhra Pradesh,Kurnool,15.5351275,78.00681861,1986,261.249958333333,415.297521666667,71.4537568333333,0.23407344,-0.282119106666667,56.0332843333333,307.299996666667,317.56,295.69166,292.97998,3.07667541666667,379.429621532559,-35.9514202648274,-4.98792652554854,2153.85
Andhra Pradesh,Kurnool,15.5351275,78.00681861,1987,260.300008333333,393.343108333333,74.9795,0.232877784,-0.362279846666667,56.4499506666667,306.996663333333,316.13,295.831673333333,293.05,2.82167561666667,469.178975686431,-20.80152595113,23.6537552844092,2092.11
Andhra Pradesh,Kurnool,15.5351275,78.00681861,1988,256.2666,351.65155,74.8375661666667,0.258842126666667,0.01632725,57.5999753333333,306.541673333333,318.97,296.10833,291.97998,2.52167255,474.485170841217,-19.9058281875,1.13095330987987,2405.71
Andhra Pradesh,Kurnool,15.5351275,78.00681861,1989,260.149941666667,388.20602,73.5664641666667,0.229515965833333,0.2503268675,56.9999186666667,306.675,318.44,295.665,293.02002,2.94501245,783.679204687476,32.286825223305,65.1641089853425,2193.55
Andhra Pradesh,Kurnool,15.5351275,78.00681861,1990,249.083208333333,376.700695,78.0215171666667,0.255406813333333,0.388139015,61.216634,305.19333,312.4,295.834993333333,293.68,3.29000343333333,536.792357042432,-9.38823399608204,-31.5035598964886,2493.96
Andhra Pradesh,Kurnool,15.5351275,78.00681861,1991,253.8833,371.131571666667,74.8919473333333,0.24641348,0.317889908333333,61.166584,306.878333333333,319.64,295.81333,293.25,2.92167661666667,398.230695679784,-32.7777563538192,-25.8128975841016,2584.89
Andhra Pradesh,Kurnool,15.5351275,78.00681861,1992,269.599933333333,410.547576666667,72.4833558333333,0.226278931666667,0.0305891433333333,55.583251,307.87,318.9,295.83167,293.08002,2.66334025,528.700189217925,-10.7542102581485,32.762289535574,2394.73
Andhra Pradesh,Kurnool,15.5351275,78.00681861,1993,267.749958333333,422.88653,73.4866263333333,0.224776627666667,0.0096633728333333,56.1166168333333,307.621663333333,318.19,295.821656666667,293.72998,2.94834391666667,551.991181589663,-6.82263797866435,4.40533081824521,2703.94
Andhra Pradesh,Kurnool,15.5351275,78.00681861,1994,255.75,377.297043333333,74.9260175,0.235971566666667,-0.0032251383333333,59.4833173333333,306.401663333333,317.47,295.55333,293.09998,2.96001685,383.04395802319,-35.3413120767136,-30.6068700372942,2242.52
Andhra Pradesh,Kurnool,15.5351275,78.00681861,1995,262.199908333333,393.337536666667,74.7528796666667,0.237832817333333,0.985829091666667,58.083292,306.79333,314.75,296.063336666667,294.03,2.73001608333333,756.201574489474,27.6485389936694,97.4190060044471,2486.91
Andhra Pradesh,Kurnool,15.5351275,78.00681861,1996,259.94995,348.16198,74.9213005,0.252320025,0.525312608333333,58.8166506666667,306.49333,318.02002,295.654996666667,294.06,2.53000385,1139.03528270125,92.2717362724561,50.6258808665187,2994.36
Andhra Pradesh,Kurnool,15.5351275,78.00681861,1997,263.033325,356.80143,74.6348566666667,0.261628971666667,-0.300279576,53.4999176666667,306.47166,315.7,295.776663333333,292.22998,2.69500735,540.430743768811,-8.77406607368669,-52.5536432473659,2649.44
Andhra Pradesh,Kurnool,15.5351275,78.00681861,1998,253.749916666667,355.517288333333,76.2212826666667,0.273982411666667,0.308758816666667,60.8666176666667,306.528333333333,316.32,296.73,294.31,2.54167685,921.416921108961,55.5372638082773,70.496762394245,2848.19
Andhra Pradesh,Kurnool,15.5351275,78.00681861,1999,267.399983333333,429.98315,73.7055365,0.226816056666667,-0.119056105666667,57.2499586666667,307.071663333333,315.37,295.821666666667,293.68,3.20334878333333,474.114051565528,-19.9684739620292,-48.5451112624551,2737.96
Andhra Pradesh,Kurnool,15.5351275,78.00681861,2000,259.216591666667,390.001428333333,74.1126223333333,0.249975822333333,0.61725093,59.299926,306.608336666667,315.02002,295.659996666667,292.76,2.80500791666667,976.287151768804,64.7994830554445,105.918206504341,3223.1
Andhra Pradesh,Kurnool,15.5351275,78.00681861,2001,255.983275,398.267331666667,73.4531171666667,0.251895693333333,0.0749409433333333,60.8666583333333,306.604996666667,316.26,296.189993333333,294.09998,3.05834961666667,747.408152006567,26.1641893565306,-23.4438197150871,2880.81
Andhra Pradesh,Kurnool,15.5351275,78.00681861,2002,271.266558333333,457.423875,70.595565,0.227211911666667,-0.0448291449999999,55.6333416666667,308.246663333333,317.16998,296.413336666667,294.03,3.13834633333333,545.817047029734,-7.86484588025114,-26.9720238447522,2163.69
Andhra Pradesh,Kurnool,15.5351275,78.00681861,2003,264.56665,388.761273333333,71.031361,0.245296386666667,-0.355701266666667,56.2999256666667,306.811666666667,317.61,295.976663333333,293.83002,2.88000998333333,461.610445946455,-22.0791109181943,-15.4276238790122,2798.45
Andhra Pradesh,Kurnool,15.5351275,78.00681861,2004,255.533283333333,372.264925,77.7849,0.252940016666667,0.0255641481666666,58.9832756666667,306.071663333333,312.88,295.658336666667,292.99,3.04500835,588.635966286063,-0.636915300962932,27.5179042101536,3376.61
Andhra Pradesh,Kurnool,15.5351275,78.00681861,2005,243.3833,316.498263333333,75.2224018333333,0.274036403333333,0.67262717,66.1333,306.11333,314.81,296.65667,294.51,2.52834066666667,824.216649144888,39.1296376877184,40.0214557641111,3291.3
Andhra Pradesh,Kurnool,15.5351275,78.00681861,2006,248.533325,350.929896666667,75.354839,0.254475123333333,0.405253075666667,62.733275,306.084996666667,315.66,296.26667,293.05,2.85667928333333,649.734667673707,9.67668391602967,-21.1694318056064,3327.88
Andhra Pradesh,Kurnool,15.5351275,78.00681861,2007,250.466633333333,346.49571,71.0689983333333,0.249439735,0.377522335,64.066526,306.346666666667,316.69,296.43833,293.34998,2.74334208333333,1222.88456503302,106.425685095617,88.212916114112,3539.31
Andhra Pradesh,Kurnool,15.5351275,78.00681861,2008,263.216591666667,402.067728333333,71.3239706666667,0.237957015,0.175010973333333,58.1665843333333,307.056666666667,316.62,296.201653333333,292.41998,2.89168291666667,595.704978018999,0.556349894825067,-51.286900247783,3427.84
Andhra Pradesh,Kurnool,15.5351275,78.00681861,2009,259.666625,415.519745,69.74086,0.226918021666667,-0.0536699303333333,59.2666003333333,308.200006666667,318.33002,296.468333333333,293.77002,2.87667341666667,665.401963807642,12.3213589986334,11.699916629943,3343.21
Andhra Pradesh,Kurnool,15.5351275,78.00681861,2010,247.916625,367.395108333333,76.517385,0.263138093333333,0.8684157,62.3999426666667,306.433528333333,315.76355,297.045831666667,294.62903,2.74167378333333,784.548839747906,32.4336215917157,17.9060000452158,2961.26
Andhra Pradesh,Kurnool,15.5351275,78.00681861,2011,260.616616666667,395.223481666667,76.4074366666667,0.252685415,-0.230902541666667,56.3000083333333,306.622835,315.25357,296.389021666667,293.5742,3.20001725,522.191373199224,-11.8529131482167,-33.4405524878455,3566.47
Andhra Pradesh,Kurnool,15.5351275,78.00681861,2012,269.44995,471.0066,67.4893373333333,0.215087473333333,-0.074380268,58.9999173333333,308.418416666667,317.57614,296.275973333333,292.87097,3.2666778,471.802862972021,-20.358607832749,-9.64943367763744,3757.06
Andhra Pradesh,Kurnool,15.5351275,78.00681861,2013,256.066566666667,385.269846666667,76.5587356666667,0.259682355,0.684399089333333,60.8165676666667,306.359135,316.87747,296.17647,294.3387,3.28500875,677.617997929454,14.3834532345503,43.6231212462223,3696.13
Andhra Pradesh,Kurnool,15.5351275,78.00681861,2014,283.069233333333,484.140988333333,69.599239,0.206975773333333,-0.0105689933333333,48.9723891666667,309.180908333333,316.3936,296.212578333333,292.99353,3.16483895,599.597733736038,1.21345587913192,-11.5139008160669,3865.01
Andhra Pradesh,Kurnool,15.5351275,78.00681861,2015,280.862943333333,423.227786666667,71.8585591666667,0.253360258333333,-0.353693884166667,50.9377688333333,307.905885,315.85806,296.182595,293.00967,2.91335766666667,544.808561697602,-8.03508048909869,-9.13765495694082,3192.9
Andhra Pradesh,Kurnool,15.5351275,78.00681861,2016,270.429571666667,425.604791666667,72.484946,0.242265961666667,0.5854963,53.5753135,306.777863333333,314.0484,295.518921666667,291.39996,3.25102363333333,442.43321596086,-25.3162707869229,-18.7910677133532,3977.44
Andhra Pradesh,Kurnool,15.5351275,78.00681861,2017,267.924956666667,379.578855,77.4710116666667,0.243757678333333,0.831964368833333,56.4286735,307.04443,315.84842,296.034433333333,293.52902,2.8164348,695.83724373579,17.4589032034498,57.2750911625377,3570.06
Andhra Pradesh,Kurnool,15.5351275,78.00681861,2018,266.13423,415.379665,73.2989243333333,0.229186786666667,-0.0280346099999999,55.4154113333333,307.626656666667,317.3741,295.828886666667,292.8581,3.1083337,319.343268074095,-46.0941328578398,-54.1066145928587,3830
Andhra Pradesh,Kurnool,15.5351275,78.00681861,2019,250.029928333333,359.145971,74.682124,0.262081284166667,0.224503062,61.0481178333333,307.348025,319.28708,296.631861666667,294.31616,2.7362268,714.545257478952,20.6168583074184,123.754601682463,3960
Andhra Pradesh,Kurnool,15.5351275,78.00681861,2020,239.142295,312.419355,78.453538,0.29784928,0.647516022166667,64.430779,305.435411666667,316.44202,296.75267,294.72906,2.56742763333333,818.416174292564,38.1505043913239,14.536646311262,3260
Andhra Pradesh,Kurnool,15.5351275,78.00681861,2021,247.82818,323.508558333333,80.354792,0.289552148333333,0.825731316666667,64.6254931666667,305.116843333333,312.74518,296.451788333333,294.65485,2.8268992,501.121594846249,-15.4095394690407,-38.7693436924782,3270
Andhra Pradesh,Kurnool,15.5351275,78.00681861,2022,254.967833333333,343.542696666667,75.2211461666667,0.253206543333333,1.05656296,59.972671,306.3025,316.15805,296.087876666667,293.12906,2.71237715,666.597167298198,12.5231120556441,33.0210420292742,3360
